customer_id,subscription_date,last_activity_date,plan_type,monthly_price,total_payment,total_watch_hours,region,total_sessions
CUST1142,2024-11-05,2024-12-01,Standard,10.99,10.6,50.4,US,31
CUST1143,2024-04-04,2024-11-12,Standard,10.99,74.14,466.4,US,245
CUST1144,2023-10-05,2025-07-05,Basic,6.99,145.28,1083.9,UK,504
CUST1145,2024-04-11,2025-07-05,Premium,15.99,245.91,1017.6,UK,645
CUST1146,2025-01-04,2025-03-13,Premium,15.99,29.72,148.6,UK,138
CUST1147,2025-05-30,2025-06-29,Premium,15.99,15.0,74.5,France,41
CUST1148,2023-10-16,2025-06-21,Standard,10.99,511.41932979550800,897.1,France,820
CUST1149,2025-06-02,2025-06-26,Standard,10.99,10.45,63.6,France,32
CUST1150,2023-10-13,2025-02-06,Basic,6.99,109.16,571.9,Germany,400
CUST1151,2024-06-11,2025-06-18,Basic,6.99,90.11,555.7,Germany,396
CUST1152,2023-08-29,2025-07-16,Basic,6.99,158.8,1497.3,US,594
CUST1153,2023-12-05,2024-09-12,Standard,10.99,95.78,389.2,Germany,450
CUST1154,2023-07-19,2025-06-21,Standard,10.99,262.06,993.4,UK,1150
CUST1155,2024-10-14,2025-06-21,Standard,10.99,79.47,352.6,Germany,440
CUST1156,2023-12-27,2025-06-24,Basic,6.99,131.75,960.6,France,594
CUST1157,2024-09-08,2025-06-21,Standard,10.99,98.65,476.7,US,288
CUST1158,2024-07-16,2025-07-04,Standard,10.99,128.46,687.3,US,495
CUST1159,2024-04-03,2025-07-11,Standard,10.99,179.84,1020.5,US,660
CUST1160,2023-10-14,2024-11-08,Standard,10.99,155.04,717.9,Germany,468
CUST1161,2023-07-29,2025-07-05,Basic,6.99,173.93,946.1,Germany,782
CUST1162,2023-12-27,2024-08-18,Premium,15.99,112.2,529.0,France,364
CUST1163,2024-08-28,2025-06-25,Standard,10.99,106.83,472.3,US,350
CUST1164,2024-08-26,2025-06-28,Basic,6.99,69.41,395.0,France,340
CUST1165,2024-01-17,2025-07-12,Basic,6.99,130.6,746.4,US,648
CUST1166,2024-12-31,2025-06-29,Standard,10.99,71.0,311.4,France,198
CUST1167,2025-03-31,2025-04-29,Premium,15.99,15.05,50.7,US,61
CUST1168,2024-10-11,2025-07-07,Standard,10.99,95.27,344.6,US,408
CUST1169,2024-11-27,2025-07-16,Basic,6.99,52.01,338.8,US,231
CUST1170,2024-11-21,2025-01-05,Premium,15.99,17.52,52.1,Germany,54
CUST1171,2025-01-04,2025-01-15,Standard,10.99,11.83,45.2,India,41
CUST1172,2025-05-18,2025-06-13,Standard,10.99,10.51,59.5,UK,48
CUST1173,2025-06-04,2025-06-26,Standard,10.99,10.12,57.8,UK,51
CUST1174,2023-07-26,2025-02-01,Basic,6.99,116.06,656.0,India,522
CUST1175,2024-08-21,2025-06-24,Standard,10.99,105.31,466.0,US,350
CUST1176,2024-09-20,2025-06-18,Standard,10.99,101.17,575.8,Germany,486
CUST1177,2024-02-27,2025-07-16,Premium,15.99,271.41,744.4,US,768
CUST1178,2025-01-15,2025-07-06,Standard,10.99,59.34,307.0,UK,155
CUST1179,2023-08-22,2025-06-17,Standard,10.99,247.76,901.8,France,726
CUST1180,2023-12-14,2025-06-26,Standard,10.99,178.26,1141.5,Germany,684
CUST1181,2025-04-15,2025-04-21,Premium,15.99,14.99,59.8,US,54
CUST1182,2024-08-28,2025-06-27,Premium,15.99,147.1,636.4,US,690
CUST1183,2023-10-10,2025-07-10,Standard,10.99,224.48,1180.5,France,882
CUST1184,2023-08-25,2025-06-26,Standard,10.99,241.85,1157.9,UK,1078
CUST1185,2024-07-24,2024-07-29,Standard,10.99,9.99,44.5,France,37
CUST1186,2024-04-13,2025-06-25,Standard,10.99,149.2,794.9,US,770
CUST1187,2025-02-20,2025-06-29,Basic,6.99,26.17,250.5,US,152
CUST1188,2023-07-24,2025-01-14,Standard,10.99,203.64,554.9,India,864
CUST1189,2025-01-05,2025-01-20,Basic,6.99,6.94,35.3,Germany,35
CUST1190,2023-08-27,2025-06-29,Premium,15.99,351.45,1415.5,US,1100
CUST1191,2024-03-19,2025-03-11,Standard,10.99,119.14,428.5,Germany,429
CUST1192,2024-04-17,2025-03-12,Premium,15.99,174.48,725.1,US,470
CUST1193,2024-06-23,2025-02-19,Standard,10.99,82.9,364.5,US,240
CUST1194,2025-01-06,2025-07-16,Standard,10.99,66.16,244.7,India,234
CUST1195,2025-02-13,2025-02-28,Standard,10.99,11.51,40.9,France,47
CUST1196,2025-01-13,2025-07-13,Basic,6.99,42.42,308.7,Germany,132
CUST1197,2025-02-06,2025-06-20,Standard,10.99,47.73,169.3,US,160
CUST1198,2023-12-19,2025-06-29,Basic,6.99,122.75,642.5,UK,666
CUST1199,2024-10-14,2025-07-13,Standard,10.99,98.19,328.8,UK,288
CUST1200,2025-05-07,2025-06-30,Standard,10.99,10.09,70.0,US,37
CUST1201,2023-08-08,2025-01-20,Standard,10.99,190.9,667.6,France,731
CUST1202,2023-10-07,2025-06-25,Basic,6.99,133.88,1237.6,US,500
CUST1203,2023-09-06,2025-07-15,Basic,6.99,143.33,814.8,France,748
CUST1204,2023-07-21,2025-07-05,Standard,10.99,255.02,879.6,UK,989
CUST1205,2025-02-15,2025-07-11,Premium,15.99,64.37,265.4,US,184
CUST1206,2024-09-12,2024-10-11,Standard,10.99,10.06,48.9,UK,39
CUST1207,2024-01-03,2025-06-24,Standard,10.99,194.24,1188.3,US,748
CUST1208,2024-02-15,2025-06-22,Standard,10.99,180.19,1013.5,UK,624
CUST1209,2025-03-01,2025-06-26,Basic,6.99,19.67,148.9,India,108
CUST1210,2023-11-23,2025-06-24,Premium,15.99,301.95,1209.8,UK,1254
CUST1211,2025-01-10,2025-06-20,Standard,10.99,141.0612563018830,206.8,India,240
CUST1212,2025-01-11,2025-04-02,Basic,6.99,14.06,100.5,US,72
CUST1213,2024-06-06,2024-10-14,Standard,10.99,43.04,215.6,India,164
CUST1214,2024-04-27,2025-07-03,Basic,6.99,94.38,817.5,US,476
CUST1215,2024-05-06,2025-03-10,Premium,15.99,163.43,534.2,India,650
CUST1216,2025-04-13,2025-05-06,Basic,6.99,7.6,42.0,UK,31
CUST1217,2023-10-11,2024-09-20,Standard,10.99,125.04,400.4,Germany,594
CUST1218,2024-12-13,2025-06-30,Basic,6.99,38.37,323.1,India,168
CUST1219,2025-03-18,2025-07-08,Standard,10.99,32.71,133.2,UK,102
CUST1220,2023-10-03,2025-06-21,Standard,10.99,236.98,965.6,UK,660
CUST1221,2023-08-18,2025-03-04,Standard,10.99,181.78,761.1,US,738
CUST1222,2023-10-22,2024-08-20,Standard,10.99,120.65,510.9,India,450
CUST1223,2023-11-28,2025-07-12,Premium,15.99,331.1,898.6,US,912
CUST1224,2024-03-15,2025-06-24,Basic,6.99,96.01,990.3,US,330
CUST1225,2024-05-27,2024-12-06,Standard,10.99,71.66,235.3,UK,300
CUST1226,2025-04-17,2025-05-01,Basic,6.99,6.8,61.6,UK,22
CUST1227,2024-09-04,2024-12-09,Premium,15.99,51.28,204.8,France,195
CUST1228,2024-09-29,2025-04-03,Standard,10.99,64.86,239.6,UK,282
CUST1229,2024-12-17,2025-07-10,Standard,10.99,65.16,311.8,Germany,276
CUST1230,2024-01-27,2025-06-18,Standard,10.99,375.99123139401700,603.6,India,624
CUST1231,2024-07-04,2025-04-15,Basic,6.99,66.36,363.1,UK,189
CUST1232,2025-04-21,2025-06-28,Basic,6.99,12.68,121.6,Germany,60
CUST1233,2025-01-13,2025-07-07,Basic,6.99,35.6,235.5,UK,110
CUST1234,2024-02-24,2025-03-20,Standard,10.99,133.92,610.4,Germany,676
CUST1235,2025-04-24,2025-07-02,Basic,6.99,13.55,80.2,UK,42
CUST1236,2023-10-30,2025-03-14,Basic,6.99,108.44,743.9,Germany,448
CUST1237,2024-07-05,2025-07-11,Premium,15.99,190.69,968.6,US,696
CUST1238,2024-07-15,2024-08-30,Premium,15.99,15.46,60.6,US,41
CUST1239,2024-04-28,2025-07-02,Standard,10.99,216.33482355924600,978.6,US,672
CUST1240,2023-11-17,2025-07-11,Standard,10.99,204.22,1267.8,UK,620
CUST1241,2024-10-16,2025-01-31,Basic,6.99,19.01,118.0,Germany,102
CUST1242,2024-02-28,2025-06-18,Standard,10.99,163.87,665.3,US,795
CUST1243,2024-05-16,2025-03-30,Premium,15.99,174.43,730.6,Germany,600
CUST1244,2024-12-12,2025-02-10,Basic,6.99,12.91,93.6,UK,44
CUST1245,2023-10-10,2025-07-09,Basic,6.99,159.89,737.8,Germany,504
CUST1246,2023-12-06,2025-07-09,Standard,10.99,218.56,821.1,UK,760
CUST1247,2024-03-13,2025-06-24,Standard,10.99,169.38,873.3,US,795
CUST1248,2023-10-30,2025-06-21,Basic,6.99,143.86,1179.6,UK,520
CUST1249,2023-10-18,2024-10-25,Standard,10.99,140.5,468.0,Germany,420
CUST1250,2024-02-07,2024-07-26,Standard,10.99,50.63,210.7,US,215
CUST1251,2023-11-09,2025-04-14,Standard,10.99,187.01,1065.3,France,510
CUST1252,2024-02-14,2025-02-26,Standard,10.99,137.08,690.4,France,660
CUST1253,2024-02-26,2025-06-26,Premium,15.99,260.28,1011.7,UK,896
CUST1254,2024-04-09,2024-12-03,Standard,10.99,82.05,406.5,Germany,322
CUST1255,2024-01-07,2025-04-10,Premium,15.99,219.33,861.6,UK,795
CUST1256,2025-02-25,2025-03-17,Standard,10.99,11.41,63.5,US,39
CUST1257,2023-10-09,2024-11-01,Standard,10.99,132.78,553.8,Germany,444
CUST1258,2023-10-15,2025-07-14,Standard,10.99,225.21,888.8,Germany,777
CUST1259,2025-05-27,2025-06-14,Premium,15.99,15.48,68.2,Germany,53
CUST1260,2023-11-16,2025-07-04,Premium,15.99,311.15,1193.6,US,874
CUST1261,2025-03-18,2025-06-26,Basic,6.99,22.61,212.7,US,75
CUST1262,2024-10-25,2025-06-22,Premium,15.99,127.82,436.7,UK,344
CUST1263,2024-01-13,2024-11-07,Premium,15.99,153.26,676.6,Germany,360
CUST1264,2025-02-24,2025-03-07,Standard,10.99,10.77,69.3,US,44
CUST1265,2023-11-22,2025-03-08,Basic,6.99,96.51,633.8,Germany,510
CUST1266,2023-11-12,2025-03-27,Premium,15.99,233.4,1131.8,UK,640
CUST1267,2024-06-26,2025-06-23,Premium,15.99,174.66,760.2,US,708
CUST1268,2025-06-12,2025-06-21,Basic,6.99,6.82,68.8,US,22
CUST1269,2024-11-28,2025-07-05,Premium,15.99,108.29,407.4,UK,434
CUST1270,2024-04-11,2025-07-16,Basic,6.99,109.42,945.9,US,360
CUST1271,2023-07-31,2025-07-07,Basic,6.99,168.58,1127.2,France,552
CUST1272,2024-03-31,2025-01-28,Standard,10.99,214.5780581931500,418.3,France,330
CUST1273,2024-12-17,2025-02-05,Standard,10.99,10.38,45.1,US,46
CUST1274,2024-03-30,2025-06-23,Standard,10.99,157.41,788.1,US,750
CUST1275,2024-06-04,2025-06-30,Basic,6.99,91.74,749.6,UK,507
CUST1276,2023-12-19,2024-11-28,Premium,15.99,163.38,701.6,France,583
CUST1277,2025-04-03,2025-07-05,Basic,6.99,19.43,167.0,UK,81
CUST1278,2024-01-01,2025-01-19,Basic,6.99,91.33,443.4,India,252
CUST1279,2024-06-03,2024-08-16,Basic,6.99,14.83,108.8,US,54
CUST1280,2023-08-12,2025-07-03,Standard,10.99,236.63,919.2,US,690
CUST1281,2024-10-20,2025-07-01,Premium,15.99,125.53,485.7,India,544
CUST1282,2024-03-31,2025-01-30,Standard,10.99,106.73,647.0,UK,330
CUST1283,2023-09-03,2024-08-01,Premium,15.99,186.13,685.4,US,638
CUST1284,2025-04-06,2025-07-13,Basic,6.99,21.01,116.6,US,72
CUST1285,2023-08-30,2024-09-18,Standard,10.99,122.06,481.1,UK,408
CUST1286,2024-02-21,2025-06-24,Standard,10.99,184.24,960.5,US,800
CUST1287,2025-04-30,2025-07-06,Standard,10.99,21.53,106.7,Germany,98
CUST1288,2024-11-18,2025-04-12,Basic,6.99,26.63,234.5,Germany,152
CUST1289,2024-02-07,2024-07-30,Standard,10.99,53.58,213.1,UK,205
CUST1290,2025-04-30,2025-06-22,Standard,10.99,10.99,49.2,India,49
CUST1291,2024-05-05,2024-12-30,Standard,10.99,74.52,389.5,UK,210
CUST1292,2024-10-17,2025-06-17,Standard,10.99,83.38,357.5,UK,288
CUST1293,2024-04-08,2025-07-04,Basic,6.99,102.72,847.5,US,540
CUST1294,2025-05-15,2025-07-06,Standard,10.99,9.93,39.4,UK,31
CUST1295,2023-10-15,2024-10-31,Basic,6.99,88.45,582.9,UK,360
CUST1296,2023-08-05,2025-06-19,Premium,15.99,328.63,1378.6,India,1012
CUST1297,2023-08-08,2025-06-29,Standard,10.99,229.71,1205.2,US,1058
CUST1298,2024-01-09,2025-06-20,Basic,6.99,122.48,1023.2,UK,374
CUST1299,2025-03-17,2025-04-15,Premium,15.99,16.87,63.2,UK,68
CUST1300,2024-01-03,2025-02-26,Standard,10.99,163.52,570.6,Germany,714
CUST1301,2025-05-30,2025-06-18,Basic,6.99,6.98,52.4,France,25
CUST1302,2025-06-01,2025-07-08,Standard,10.99,10.34,55.2,US,51
CUST1303,2024-11-02,2025-01-24,Basic,6.99,14.64,93.9,UK,60
CUST1304,2024-07-09,2025-06-19,Premium,15.99,182.92,509.4,UK,748
CUST1305,2023-12-25,2024-11-10,Premium,15.99,151.79,570.0,UK,570
CUST1306,2024-02-24,2024-12-02,Premium,15.99,155.52,401.6,UK,513
CUST1307,2024-08-08,2025-06-22,Standard,10.99,101.2,417.6,US,510
CUST1308,2024-12-07,2025-02-10,Standard,10.99,24.1,95.0,UK,78
CUST1309,2023-07-20,2025-06-21,Standard,10.99,270.98,1117.3,US,782
CUST1310,2024-08-22,2025-07-09,Basic,6.99,72.53,690.4,US,400
CUST1311,2024-08-05,2025-07-11,Standard,10.99,234.34092299131900,432.6,India,583
CUST1312,2025-02-22,2025-07-01,Standard,10.99,45.91,196.3,India,220
CUST1313,2023-12-08,2025-06-23,Basic,6.99,118.03,1008.0,US,612
CUST1314,2024-02-17,2025-03-01,Standard,10.99,235.83022845659800,740.8,US,600
CUST1315,2025-01-13,2025-07-10,Premium,15.99,73.1,282.5,US,295
CUST1316,2025-04-20,2025-05-07,Premium,15.99,15.64,83.5,US,62
CUST1317,2024-02-26,2025-07-12,Basic,6.99,117.24,814.4,Germany,368
CUST1318,2024-03-15,2025-06-22,Basic,6.99,102.47,989.0,US,600
CUST1319,2024-12-07,2025-03-29,Basic,6.99,20.26,137.9,France,120
CUST1320,2023-08-21,2025-06-25,Premium,15.99,358.49,852.9,India,880
CUST1321,2025-03-03,2025-06-29,Basic,6.99,22.53,182.2,US,102
CUST1322,2024-08-18,2025-01-26,Standard,10.99,49.98,193.8,US,230
CUST1323,2023-08-26,2025-07-15,Basic,6.99,150.26,1083.7,UK,836
CUST1324,2024-08-27,2025-07-07,Standard,10.99,102.39,407.8,UK,430
CUST1325,2024-03-27,2025-06-24,Standard,10.99,171.29,888.1,US,720
CUST1326,2024-09-11,2024-12-03,Standard,10.99,20.25,128.8,UK,94
CUST1327,2024-12-07,2025-03-02,Basic,6.99,14.44,97.9,France,42
CUST1328,2023-07-29,2025-02-14,Standard,10.99,189.36,1071.4,UK,630
CUST1329,2024-09-03,2025-02-01,Basic,6.99,32.85,276.3,US,160
CUST1330,2023-09-30,2025-07-02,Standard,10.99,250.93,1047.4,Germany,966
CUST1331,2025-01-07,2025-07-04,Premium,15.99,72.25,377.5,Germany,225
CUST1332,2025-01-18,2025-02-22,Basic,6.99,6.9,67.9,US,40
CUST1333,2025-05-26,2025-07-06,Premium,15.99,14.46,70.3,France,61
CUST1334,2024-03-17,2025-06-28,Standard,10.99,164.31,724.1,US,510
CUST1335,2024-10-02,2025-07-14,Basic,6.99,62.92,508.4,US,234
CUST1336,2023-10-20,2025-07-10,Standard,10.99,211.96,834.3,UK,600
CUST1337,2024-07-20,2024-11-25,Basic,6.99,25.9,212.6,US,128
CUST1338,2023-08-09,2025-06-21,Standard,10.99,235.8,1089.6,France,1056
CUST1339,2025-02-07,2025-07-03,Standard,10.99,45.47,239.8,Germany,204
CUST1340,2023-10-17,2025-07-03,Basic,6.99,147.7,1237.6,France,400
CUST1341,2023-12-21,2024-09-21,Standard,10.99,99.52,469.6,US,378
CUST1342,2023-12-25,2025-07-04,Premium,15.99,292.99,767.5,UK,900
CUST1343,2023-11-03,2025-07-05,Premium,15.99,300.65,1460.5,UK,1320
CUST1344,2024-01-01,2025-01-20,Standard,10.99,126.27,531.0,US,432
CUST1345,2024-04-04,2025-02-12,Premium,15.99,149.09,643.9,Germany,590
CUST1346,2025-03-17,2025-06-28,Standard,10.99,31.32,107.2,France,96
CUST1347,2025-05-25,2025-07-06,Standard,10.99,10.39,51.7,US,55
CUST1348,2023-09-11,2025-06-24,Premium,15.99,337.1,1790.1,US,1344
CUST1349,2024-04-11,2025-06-25,Standard,10.99,155.79,585.5,US,420
CUST1350,2023-12-07,2025-06-24,Standard,10.99,215.42,944.7,US,666
CUST1351,2024-07-14,2025-06-23,Standard,10.99,113.53,486.4,UK,506
CUST1352,2025-03-26,2025-06-25,Premium,15.99,49.33,223.7,UK,156
CUST1353,2025-03-21,2025-06-28,Premium,15.99,51.01,219.9,UK,159
CUST1354,2024-02-23,2025-01-26,Standard,10.99,122.35,463.4,UK,374
CUST1355,2024-08-19,2024-11-02,Standard,10.99,20.9,74.9,UK,110
CUST1356,2025-01-27,2025-02-22,Standard,10.99,10.47,53.8,UK,53
CUST1357,2024-07-07,2025-06-19,Standard,10.99,109.75,496.0,Germany,561
CUST1358,2025-05-03,2025-06-19,Basic,6.99,14.63053452989500,60.7,US,25
CUST1359,2024-05-05,2024-12-15,Standard,10.99,80.69,214.0,India,357
CUST1360,2024-12-10,2025-06-28,Standard,10.99,59.97,234.0,UK,210
CUST1361,2023-12-06,2025-06-19,Standard,10.99,186.71,1100.7,US,900
CUST1362,2024-11-11,2025-06-20,Basic,6.99,50.95,318.6,US,189
CUST1363,2024-08-02,2025-02-25,Basic,6.99,44.31,364.4,UK,192
CUST1364,2025-06-08,2025-06-17,Premium,15.99,15.85,44.1,France,57
CUST1365,2025-04-27,2025-06-21,Standard,10.99,11.43,41.5,UK,52
CUST1366,2024-09-15,2025-07-14,Basic,6.99,68.33,552.1,India,230
CUST1367,2024-07-16,2024-10-11,Standard,10.99,20.48,96.0,France,92
CUST1368,2024-04-22,2025-07-14,Standard,10.99,150.73,863.8,US,476
CUST1369,2024-11-24,2025-03-09,Basic,6.99,21.31,133.6,US,66
CUST1370,2024-02-16,2025-01-28,Standard,10.99,131.72,586.3,Germany,363
CUST1371,2023-10-23,2025-03-11,Standard,10.99,160.67,999.4,US,832
CUST1372,2023-12-19,2025-07-04,Standard,10.99,198.11,799.8,Germany,612
CUST1373,2025-05-20,2025-06-17,Standard,10.99,10.61,59.9,UK,43
CUST1374,2024-07-15,2025-06-24,Standard,10.99,121.09,584.1,UK,484
CUST1375,2025-04-04,2025-04-30,Premium,15.99,14.47,61.6,US,59
CUST1376,2024-12-29,2025-01-01,Standard,10.99,10.58,56.9,US,46
CUST1377,2023-07-27,2025-06-19,Basic,6.99,171.06,1203.0,France,575
CUST1378,2025-03-09,2025-07-01,Basic,6.99,21.2,119.9,UK,87
CUST1379,2024-07-02,2024-08-07,Standard,10.99,10.88,47.1,France,51
CUST1380,2024-04-10,2025-02-17,Standard,10.99,105.19,453.0,UK,520
CUST1381,2024-02-11,2024-07-28,Basic,6.99,33.54,258.6,US,175
CUST1382,2024-05-21,2025-07-03,Standard,10.99,139.53,827.0,US,598
CUST1383,2025-06-10,2025-07-09,Basic,6.99,7.46,54.4,US,33
CUST1384,2024-10-31,2025-02-22,Standard,10.99,36.05,189.6,UK,147
CUST1385,2024-06-19,2025-01-22,Standard,10.99,75.99,337.3,US,287
CUST1386,2025-04-16,2025-06-26,Standard,10.99,21.51,94.9,France,76
CUST1387,2024-10-14,2025-06-21,Standard,10.99,94.01,515.8,US,352
CUST1388,2025-05-24,2025-07-09,Basic,6.99,6.89,56.5,US,31
CUST1389,2025-04-22,2025-06-26,Standard,10.99,22.21,102.8,France,86
CUST1390,2024-09-12,2025-06-22,Basic,6.99,59.52,329.4,Germany,333
CUST1391,2025-03-16,2025-03-26,Premium,15.99,16.77,62.0,US,59
CUST1392,2024-05-15,2025-06-24,Basic,6.99,91.45,616.6,US,325
CUST1393,2024-02-20,2024-09-24,Premium,15.99,118.85,545.8,France,301
CUST1394,2023-12-04,2025-06-24,Standard,10.99,208.93,876.2,US,990
CUST1395,2025-01-27,2025-03-06,Standard,10.99,10.36,61.5,UK,52
CUST1396,2025-02-19,2025-03-18,Standard,10.99,11.46,60.8,US,41
CUST1397,2025-04-04,2025-06-17,Premium,15.99,33.9,108.5,France,104
CUST1398,2024-03-28,2025-07-04,Basic,6.99,101.62,769.6,UK,570
CUST1399,2024-02-08,2025-07-06,Basic,6.99,111.05,870.1,India,544
CUST1400,2025-05-25,2025-06-29,Standard,10.99,9.9,61.5,UK,41
CUST1401,2023-08-31,2025-01-21,Basic,6.99,110.74,637.0,France,624
CUST1402,2025-05-11,2025-06-09,Basic,6.99,6.78,49.7,US,22
CUST1403,2024-06-03,2025-07-10,Premium,15.99,210.15,773.2,US,871
CUST1404,2024-02-06,2025-06-24,Premium,15.99,239.88,696.2,France,672
CUST1405,2023-10-16,2025-06-20,Standard,10.99,235.61,1164.8,US,860
CUST1406,2024-02-03,2025-03-04,Premium,15.99,197.8,1040.7,US,741
CUST1407,2023-12-03,2025-07-05,Standard,10.99,197.39,882.5,UK,912
CUST1408,2024-10-22,2025-06-29,Basic,6.99,55.7,457.6,UK,232
CUST1409,2023-11-24,2025-01-20,Standard,10.99,153.82,753.6,UK,644
CUST1410,2025-04-21,2025-05-03,Standard,10.99,10.36,46.3,Germany,44
CUST1411,2023-09-29,2025-06-28,Premium,15.99,320.47,988.6,UK,1218
CUST1412,2024-05-29,2025-03-07,Basic,6.99,58.75,506.5,UK,252
CUST1413,2023-11-22,2025-07-10,Standard,10.99,217.93,1267.3,US,627
CUST1414,2024-08-04,2025-06-29,Basic,6.99,73.68,555.8,Germany,340
CUST1415,2024-03-23,2024-07-25,Basic,6.99,27.75,142.1,Germany,152
CUST1416,2024-06-13,2025-01-24,Basic,6.99,51.03,290.4,UK,245
CUST1417,2024-01-21,2025-06-20,Premium,15.99,284.66,756.5,UK,799
CUST1418,2025-04-20,2025-07-11,Premium,15.99,29.67,106.3,India,112
CUST1419,2025-05-05,2025-06-20,Standard,10.99,12.01,63.5,US,50
CUST1420,2024-12-26,2025-07-08,Standard,10.99,70.17,229.9,France,180
CUST1421,2025-02-25,2025-06-26,Standard,10.99,41.36,240.6,France,144
CUST1422,2023-10-15,2025-07-04,Basic,6.99,131.03,1033.3,France,800
CUST1423,2025-01-14,2025-06-22,Basic,6.99,32.33,278.5,UK,185
CUST1424,2023-08-03,2025-03-18,Standard,10.99,193.71,1218.7,France,779
CUST1425,2024-10-24,2025-03-28,Standard,10.99,57.68,187.6,France,225
CUST1426,2025-02-09,2025-02-21,Standard,10.99,10.92,68.2,US,30
CUST1427,2023-12-12,2025-07-01,Basic,6.99,132.94,767.9,US,612
CUST1428,2024-03-12,2024-12-03,Basic,6.99,58.67,411.7,US,208
CUST1429,2024-07-03,2024-11-01,Basic,6.99,28.54,242.2,UK,144
CUST1430,2024-05-24,2024-07-24,Standard,10.99,22.8,136.8,US,64
CUST1431,2024-01-30,2024-10-22,Premium,15.99,115.6,530.0,US,400
CUST1432,2025-01-08,2025-01-17,Standard,10.99,10.58,58.1,US,35
CUST1433,2023-07-20,2025-06-25,Premium,15.99,377.91,1707.6,US,1610
CUST1434,2023-08-04,2025-06-26,Standard,10.99,227.97,1517.6,US,805
CUST1435,2024-03-18,2025-04-01,Standard,10.99,119.56,463.7,Germany,528
CUST1436,2025-01-28,2025-03-21,Basic,6.99,7.48,50.4,India,26
CUST1437,2024-02-26,2025-03-08,Premium,15.99,198.94,711.9,UK,600
CUST1438,2025-04-27,2025-07-15,Standard,10.99,20.95,106.7,US,92
CUST1439,2025-05-26,2025-06-22,Basic,6.99,7.25,47.7,UK,37
CUST1440,2024-12-18,2025-06-21,Standard,10.99,69.8,301.7,Germany,306
CUST1441,2024-07-28,2024-12-07,Standard,10.99,42.26,253.4,Germany,212
CUST1442,2023-10-18,2025-07-11,Standard,10.99,343.24189865394900,918.3,India,1050
CUST1443,2024-01-24,2025-07-06,Premium,15.99,295.36,1427.1,US,1105
CUST1444,2024-01-14,2025-06-22,Standard,10.99,181.04,583.9,India,816
CUST1445,2024-08-23,2025-06-18,Standard,10.99,91.13,510.5,UK,333
CUST1446,2024-10-17,2024-12-10,Basic,6.99,6.98,59.4,Germany,39
CUST1447,2024-09-30,2025-04-12,Basic,6.99,44.19,332.2,UK,162
CUST1448,2023-07-26,2025-03-04,Basic,6.99,125.42,1010.9,France,760
CUST1449,2025-05-19,2025-07-06,Basic,6.99,6.67,57.1,US,30
CUST1450,2023-10-19,2025-04-04,Standard,10.99,177.22,1034.1,Germany,850
CUST1451,2024-05-07,2025-07-15,Standard,10.99,168.99,835.1,France,448
CUST1452,2024-08-13,2025-03-09,Basic,6.99,39.4,232.0,UK,198
CUST1453,2024-01-26,2025-07-14,Premium,15.99,275.94,1233.3,UK,1122
CUST1454,2024-07-11,2025-06-24,Basic,6.99,83.43,521.6,France,308
CUST1455,2023-10-14,2025-03-25,Standard,10.99,173.64,796.8,US,918
CUST1456,2023-09-25,2024-12-29,Basic,6.99,114.72,916.4,UK,300
CUST1457,2024-08-25,2025-06-29,Standard,10.99,119.74,527.6,US,300
CUST1458,2024-12-05,2025-01-02,Basic,6.99,7.53,65.2,US,31
CUST1459,2024-04-28,2025-07-04,Standard,10.99,145.08,600.6,UK,560
CUST1460,2023-09-17,2025-07-14,Standard,10.99,248.26,849.9,US,1100
CUST1461,2025-01-20,2025-06-17,Premium,15.99,67.3,239.3,UK,160
CUST1462,2024-04-06,2025-07-16,Basic,6.99,115.04,627.1,US,585
CUST1463,2024-03-31,2025-07-13,Basic,6.99,98.15,864.5,France,465
CUST1464,2024-01-20,2025-06-22,Basic,6.99,125.15,625.4,India,612
CUST1465,2025-03-16,2025-07-04,Standard,10.99,31.91,144.9,Germany,132
CUST1466,2024-02-01,2024-07-24,Basic,6.99,32.68,188.1,UK,105
CUST1467,2023-09-19,2025-06-19,Premium,15.99,330.51,933.9,India,1197
CUST1468,2025-02-11,2025-03-03,Standard,10.99,11.64,64.3,US,45
CUST1469,2025-01-01,2025-07-15,Standard,10.99,65.48,237.3,UK,198
CUST1470,2023-08-07,2025-03-30,Standard,10.99,221.45,925.1,India,740
CUST1471,2025-02-10,2025-06-24,Basic,6.99,30.73,250.1,France,84
CUST1472,2023-10-27,2025-06-28,Basic,6.99,136.98,1107.9,Germany,660
CUST1473,2024-07-07,2025-06-22,Standard,10.99,123.68,652.6,Germany,594
CUST1474,2024-12-25,2025-07-01,Standard,10.99,64.16,229.6,UK,264
CUST1475,2023-10-16,2025-06-25,Basic,6.99,136.8,850.4,UK,560
CUST1476,2024-08-09,2025-02-04,Basic,6.99,36.32,309.2,Germany,105
CUST1477,2024-06-21,2024-09-10,Premium,15.99,34.78,135.5,UK,112
CUST1478,2024-10-08,2024-12-06,Basic,6.99,7.05,59.6,US,29
CUST1479,2024-04-27,2025-03-30,Premium,15.99,185.33,724.9,France,528
CUST1480,2025-02-22,2025-07-16,Standard,10.99,40.35,189.7,France,124
CUST1481,2024-09-16,2025-07-15,Basic,6.99,65.86,399.7,US,380
CUST1482,2023-08-08,2025-07-01,Basic,6.99,160.84,1346.3,France,828
