customer_id,Recency,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Score,CLV,Customer_segment,Next_Best_Action,plan_type
CUST1451,77 days,448,168.99,5,4,4,4.5,1689.9,Loyal,Upsell to premium plan + referral program,Standard
CUST1452,205 days,198,39.4,2,2,2,2.0,394.0,At Risk,Win-back campaign + survey for feedback,Basic
CUST1453,78 days,1122,275.94,5,5,5,5.0,2759.4,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1454,98 days,308,83.43,3,3,3,3.0,834.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST1455,189 days,918,173.64,2,5,4,3.3,1736.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST1456,275 days,300,114.72,1,3,3,2.0,1147.2,At Risk,Win-back campaign + survey for feedback,Basic
CUST1457,93 days,300,119.74,4,3,4,3.7,1197.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST1458,271 days,31,7.53,1,1,1,1.0,75.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1459,88 days,560,145.08,4,4,4,4.0,1450.8,Loyal,Upsell to premium plan + referral program,Standard
CUST1460,78 days,1100,248.26,5,5,5,5.0,2482.6,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1461,105 days,160,67.3,3,2,3,2.7,673.0,At Risk,Win-back campaign + survey for feedback,Premium
CUST1462,76 days,585,115.04,5,4,3,4.3,1150.4,Loyal,Upsell to premium plan + referral program,Basic
CUST1463,79 days,465,98.15,5,4,3,4.3,981.5,Loyal,Upsell to premium plan + referral program,Basic
CUST1464,100 days,612,125.15,3,4,4,3.5,1251.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST1465,88 days,132,31.91,4,2,2,3.0,319.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1466,433 days,105,32.68,1,2,2,1.5,326.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1467,103 days,1197,330.51,3,5,5,4.0,3305.1,Loyal,Upsell to premium plan + referral program,Premium
CUST1468,211 days,45,11.64,2,1,1,1.5,116.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1469,77 days,198,65.48,5,2,2,3.5,654.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1470,184 days,740,221.45,2,5,5,3.5,2214.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1471,98 days,84,30.73,3,2,2,2.5,307.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST1472,94 days,660,136.98,4,4,4,4.0,1369.8,Loyal,Upsell to premium plan + referral program,Basic
CUST1473,100 days,594,123.68,3,4,4,3.5,1236.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1474,91 days,264,64.16,4,3,2,3.3,641.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1475,97 days,560,136.8,4,4,4,4.0,1368.0,Loyal,Upsell to premium plan + referral program,Basic
CUST1476,238 days,105,36.32,1,2,2,1.5,363.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1477,385 days,112,34.78,1,2,2,1.5,347.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1478,298 days,29,7.05,1,1,1,1.0,70.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1479,184 days,528,185.33,2,4,5,3.2,1853.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST1480,76 days,124,40.35,5,2,2,3.5,403.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1481,77 days,380,65.86,5,3,2,3.8,658.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST1482,91 days,828,160.84,4,5,4,4.3,1608.4,Loyal,Upsell to premium plan + referral program,Basic
CUST1483,87 days,180,37.91,5,2,2,3.5,379.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1484,83 days,736,167.15,5,5,4,4.8,1671.5,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1485,98 days,273,77.2,3,3,3,3.0,772.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1486,93 days,846,178.63,4,5,5,4.5,1786.3,Loyal,Upsell to premium plan + referral program,Standard
CUST1487,77 days,248,60.95,5,3,2,3.8,609.5,Average,Re-engagement emails + limited-time discounts,Premium
CUST1488,345 days,490,154.29,1,4,4,2.5,1542.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST1489,210 days,245,49.65,2,2,2,2.0,496.5,At Risk,Win-back campaign + survey for feedback,Basic
CUST1490,81 days,222,45.51,5,2,2,3.5,455.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1491,147 days,59,16.45,2,1,1,1.5,164.5,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1492,211 days,37,6.87,2,1,1,1.5,68.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1493,91 days,240,91.1,4,2,3,3.2,911.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST1494,86 days,256,92.93,5,3,3,4.0,929.3,Loyal,Upsell to premium plan + referral program,Standard
CUST1495,82 days,880,206.61,5,5,5,5.0,2066.1,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1496,287 days,236,59.24,1,2,2,1.5,592.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1497,266 days,39,11.38,1,1,1,1.0,113.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1498,105 days,560,99.03,3,4,3,3.3,990.3,Average,Re-engagement emails + limited-time discounts,Basic
CUST1499,100 days,704,270.66,3,5,5,4.0,2706.6,Loyal,Upsell to premium plan + referral program,Premium
CUST1500,95 days,136,29.3,4,2,2,3.0,293.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST1501,93 days,208,45.06,4,2,2,3.0,450.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1502,103 days,43,12.06,3,1,1,2.0,120.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1503,344 days,306,63.33,1,3,2,1.8,633.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1504,238 days,429,111.54,1,3,3,2.0,1115.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1505,271 days,140,37.24,1,2,2,1.5,372.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1506,260 days,574,146.22,1,4,4,2.5,1462.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1507,228 days,504,162.39,2,4,4,3.0,1623.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST1508,83 days,476,167.93,5,4,4,4.5,1679.3,Loyal,Upsell to premium plan + referral program,Standard
CUST1509,174 days,1088,282.53,2,5,5,3.5,2825.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST1510,88 days,145,35.62,4,2,2,3.0,356.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST1511,174 days,54,10.9,2,1,1,1.5,109.0,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1512,101 days,330,64.15,3,3,2,2.8,641.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1513,124 days,27,6.78,2,1,1,1.5,67.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1514,91 days,612,135.48,4,4,4,4.0,1354.8,Loyal,Upsell to premium plan + referral program,Standard
CUST1515,90 days,1078,253.93,4,5,5,4.5,2539.3,Loyal,Upsell to premium plan + referral program,Standard
CUST1516,78 days,35,7.24,5,1,1,3.0,72.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST1517,100 days,123,30.98,3,2,2,2.5,309.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST1518,217 days,168,41.89,2,2,2,2.0,418.9,At Risk,Win-back campaign + survey for feedback,Basic
CUST1519,234 days,663,197.73,2,4,5,3.2,1977.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1520,98 days,245,84.21,3,2,3,2.7,842.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST1521,80 days,588,193.29,5,4,5,4.7,1932.9,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1522,95 days,38,11.59,4,1,1,2.5,115.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST1523,90 days,165,34.03,4,2,2,3.0,340.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1524,93 days,736,248.19,4,5,5,4.5,2481.9,Loyal,Upsell to premium plan + referral program,Standard
CUST1525,367 days,858,418.1,1,5,5,3.0,4181.0,Average,Re-engagement emails + limited-time discounts,Premium
CUST1526,77 days,48,10.25,5,1,1,3.0,102.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1527,104 days,660,169.02,3,4,4,3.5,1690.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST1528,88 days,525,152.28,4,4,4,4.0,1522.8,Loyal,Upsell to premium plan + referral program,Standard
CUST1529,79 days,945,303.22,5,5,5,5.0,3032.2,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1530,85 days,484,130.32,5,4,4,4.5,1303.2,Loyal,Upsell to premium plan + referral program,Standard
CUST1531,239 days,308,73.01,1,3,3,2.0,730.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST1532,104 days,572,183.97,3,4,5,3.7,1839.7,Average,Re-engagement emails + limited-time discounts,Premium
CUST1533,84 days,976,271.75,5,5,5,5.0,2717.5,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1534,83 days,176,68.55,5,2,3,3.7,685.5,Average,Re-engagement emails + limited-time discounts,Premium
CUST1535,78 days,33,7.68,5,1,1,3.0,76.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST1536,91 days,350,73.76,4,3,3,3.5,737.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1537,366 days,217,80.16,1,2,3,1.7,801.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1538,174 days,104,20.29,2,2,1,1.8,202.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1539,105 days,615,161.78,3,4,4,3.5,1617.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1540,96 days,858,164.48,4,5,4,4.3,1644.8,Loyal,Upsell to premium plan + referral program,Basic
CUST1541,86 days,86,21.4,5,2,1,3.3,214.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1542,78 days,768,179.04,5,5,5,5.0,1790.4,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1543,207 days,234,41.97,2,2,2,2.0,419.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST1544,178 days,748,457.87,2,5,5,3.5,4578.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1545,79 days,195,38.26,5,2,2,3.5,382.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST1546,99 days,848,160.22,3,5,4,3.8,1602.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST1547,88 days,720,141.87,4,5,4,4.3,1418.7,Loyal,Upsell to premium plan + referral program,Basic
CUST1548,268 days,864,188.61,1,5,5,3.0,1886.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1549,202 days,516,131.39,2,4,4,3.0,1313.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST1550,85 days,624,120.76,5,4,4,4.5,1207.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1551,103 days,658,155.72,3,4,4,3.5,1557.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST1552,238 days,990,231.79,1,5,5,3.0,2317.9,Average,Re-engagement emails + limited-time discounts,Premium
CUST1553,95 days,312,84.6,4,3,3,3.5,846.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST1554,82 days,31,7.48,5,1,1,3.0,74.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST1555,77 days,1078,353.3,5,5,5,5.0,3533.0,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1556,221 days,324,203.03,2,3,5,2.9,2030.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST1557,103 days,1020,254.53,3,5,5,4.0,2545.3,Loyal,Upsell to premium plan + referral program,Premium
CUST1558,98 days,225,158.68,3,2,4,2.9,1586.8,At Risk,Win-back campaign + survey for feedback,Premium
CUST1559,359 days,324,59.41,1,3,2,1.8,594.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1560,83 days,486,223.74,5,4,5,4.7,2237.4,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1561,82 days,465,98.51,5,4,3,4.3,985.1,Loyal,Upsell to premium plan + referral program,Basic
CUST1562,96 days,108,23.79,4,2,2,3.0,237.9,Average,Re-engagement emails + limited-time discounts,Standard
CUST1563,98 days,810,154.12,3,5,4,3.8,1541.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST1564,194 days,700,210.4,2,5,5,3.5,2104.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1565,89 days,51,16.04,4,1,1,2.5,160.4,At Risk,Win-back campaign + survey for feedback,Premium
CUST1566,101 days,748,146.5,3,5,4,3.8,1465.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST1567,94 days,369,93.17,4,3,3,3.5,931.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1568,234 days,608,179.33,2,4,5,3.2,1793.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1569,254 days,624,131.12,1,4,4,2.5,1311.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1570,93 days,520,82.84,4,4,3,3.8,828.4,Average,Re-engagement emails + limited-time discounts,Basic
CUST1571,95 days,527,182.06,4,4,5,4.2,1820.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1572,220 days,1072,267.13,2,5,5,3.5,2671.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST1573,92 days,288,63.6,4,3,2,3.3,636.0,Average,Re-engagement emails + limited-time discounts,Basic
CUST1574,305 days,52,15.74,1,1,1,1.0,157.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1575,269 days,370,111.35,1,3,3,2.0,1113.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1576,378 days,378,145.81,1,3,4,2.2,1458.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST1577,82 days,594,215.08,5,4,5,4.7,2150.8,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1578,103 days,450,114.62,3,4,3,3.3,1146.2,Average,Re-engagement emails + limited-time discounts,Basic
CUST1579,235 days,175,56.86,2,2,2,2.0,568.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1580,78 days,1200,344.83,5,5,5,5.0,3448.3,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1581,101 days,82,23.32,3,1,2,2.2,233.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1582,355 days,204,59.92,1,2,2,1.5,599.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1583,95 days,46,10.54,4,1,1,2.5,105.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1584,97 days,182,51.05,4,2,2,3.0,510.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST1585,95 days,440,80.61,4,3,3,3.5,806.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1586,80 days,540,169.87,5,4,4,4.5,1698.7,Loyal,Upsell to premium plan + referral program,Premium
CUST1587,315 days,477,103.24,1,4,3,2.3,1032.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1588,358 days,56,16.72,1,1,1,1.0,167.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1589,105 days,490,147.12,3,4,4,3.5,1471.2,Average,Re-engagement emails + limited-time discounts,Premium
CUST1590,91 days,312,68.81,4,3,3,3.5,688.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1591,339 days,39,13.57,1,1,1,1.0,135.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1592,84 days,210,70.3,5,2,3,3.7,703.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1593,79 days,76,19.96,5,1,1,3.0,199.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1594,271 days,352,79.53,1,3,3,2.0,795.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST1595,100 days,675,160.66,3,5,4,3.8,1606.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1596,220 days,500,102.18,2,4,3,2.8,1021.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST1597,78 days,407,304.1,5,3,5,4.4,3041.0,Loyal,Upsell to premium plan + referral program,Standard
CUST1598,98 days,405,107.17,3,3,3,3.0,1071.7,Average,Re-engagement emails + limited-time discounts,Standard
CUST1599,270 days,476,150.52,1,4,4,2.5,1505.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1600,92 days,564,140.98,4,4,4,4.0,1409.8,Loyal,Upsell to premium plan + referral program,Standard
CUST1601,358 days,98,19.78,1,2,1,1.3,197.8,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1602,79 days,43,10.26,5,1,1,3.0,102.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1603,82 days,328,115.91,5,3,3,4.0,1159.1,Loyal,Upsell to premium plan + referral program,Premium
CUST1604,105 days,416,174.94,3,3,4,3.2,1749.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST1605,94 days,468,106.98,4,4,3,3.8,1069.8,Average,Re-engagement emails + limited-time discounts,Standard
CUST1606,92 days,448,141.46,4,4,4,4.0,1414.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1607,100 days,396,85.67,3,3,3,3.0,856.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST1608,91 days,364,96.91,4,3,3,3.5,969.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1609,90 days,972,313.06,4,5,5,4.5,3130.6,Loyal,Upsell to premium plan + referral program,Premium
CUST1610,216 days,690,152.4,2,5,4,3.3,1524.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1611,237 days,360,124.28,1,3,4,2.2,1242.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST1612,247 days,646,169.25,1,4,4,2.5,1692.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1613,103 days,33,6.9,3,1,1,2.0,69.0,At Risk,Win-back campaign + survey for feedback,Basic
CUST1614,91 days,225,52.51,4,2,2,3.0,525.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1615,97 days,50,22.16,4,1,2,2.7,221.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1616,92 days,630,168.31,4,4,4,4.0,1683.1,Loyal,Upsell to premium plan + referral program,Standard
CUST1617,88 days,735,236.06,4,5,5,4.5,2360.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1618,263 days,20,7.03,1,1,1,1.0,70.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1619,192 days,720,115.55,2,5,3,3.1,1155.5,Average,Re-engagement emails + limited-time discounts,Basic
CUST1620,85 days,128,31.63,5,2,2,3.5,316.3,Average,Re-engagement emails + limited-time discounts,Premium
CUST1621,77 days,726,265.93,5,5,5,5.0,2659.3,VIP,Offer exclusive content + loyalty rewards,Standard
CUST1622,201 days,160,58.63,2,2,2,2.0,586.3,At Risk,Win-back campaign + survey for feedback,Standard
CUST1623,100 days,72,15.08,3,1,1,2.0,150.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST1624,171 days,189,66.98,2,2,3,2.2,669.8,At Risk,Win-back campaign + survey for feedback,Basic
CUST1625,189 days,144,55.69,2,2,2,2.0,556.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST1626,278 days,49,10.39,1,1,1,1.0,103.9,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1627,81 days,416,79.18,5,3,3,4.0,791.8,Loyal,Upsell to premium plan + referral program,Standard
CUST1628,104 days,486,120.88,3,4,4,3.5,1208.8,Average,Re-engagement emails + limited-time discounts,Basic
CUST1629,190 days,486,91.17,2,4,3,2.8,911.7,At Risk,Win-back campaign + survey for feedback,Standard
CUST1630,220 days,102,20.86,2,2,1,1.8,208.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1631,246 days,225,65.14,1,2,2,1.5,651.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1632,89 days,884,200.82,4,5,5,4.5,2008.2,Loyal,Upsell to premium plan + referral program,Standard
CUST1633,99 days,234,44.03,3,2,2,2.5,440.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST1634,331 days,42,15.21,1,1,1,1.0,152.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1635,191 days,54,10.01,2,1,1,1.5,100.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1636,209 days,54,9.92,2,1,1,1.5,99.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1637,193 days,648,198.07,2,4,5,3.2,1980.7,Average,Re-engagement emails + limited-time discounts,Premium
CUST1638,78 days,245,52.63,5,2,2,3.5,526.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1639,240 days,217,46.52,1,2,2,1.5,465.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1640,422 days,132,40.52,1,2,2,1.5,405.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1641,104 days,98,30.51,3,2,2,2.5,305.1,At Risk,Win-back campaign + survey for feedback,Premium
CUST1642,243 days,344,88.12,1,3,3,2.0,881.2,At Risk,Win-back campaign + survey for feedback,Standard
CUST1643,94 days,306,65.15,4,3,2,3.3,651.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1644,101 days,726,154.16,3,5,4,3.8,1541.6,Average,Re-engagement emails + limited-time discounts,Basic
CUST1645,213 days,224,79.59,2,2,3,2.2,795.9,At Risk,Win-back campaign + survey for feedback,Standard
CUST1646,96 days,380,129.81,4,3,4,3.7,1298.1,Average,Re-engagement emails + limited-time discounts,Basic
CUST1647,97 days,637,135.76,4,4,4,4.0,1357.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1648,99 days,40,14.92,3,1,1,2.0,149.2,At Risk,Win-back campaign + survey for feedback,Premium
CUST1649,82 days,615,232.63,5,4,5,4.7,2326.3,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1650,105 days,1056,253.47,3,5,5,4.0,2534.7,Loyal,Upsell to premium plan + referral program,Standard
CUST1651,102 days,742,161.76,3,5,4,3.8,1617.6,Average,Re-engagement emails + limited-time discounts,Standard
CUST1652,328 days,539,181.76,1,4,5,2.7,1817.6,At Risk,Win-back campaign + survey for feedback,Premium
CUST1653,94 days,693,218.51,4,5,5,4.5,2185.1,Loyal,Upsell to premium plan + referral program,Standard
CUST1654,95 days,115,35.57,4,2,2,3.0,355.7,Average,Re-engagement emails + limited-time discounts,Basic
CUST1655,91 days,210,103.4,4,2,3,3.2,1034.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1656,251 days,252,62.71,1,3,2,1.8,627.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1657,102 days,324,99.9,3,3,3,3.0,999.0,Average,Re-engagement emails + limited-time discounts,Standard
CUST1658,327 days,540,131.66,1,4,4,2.5,1316.6,At Risk,Win-back campaign + survey for feedback,Standard
CUST1659,174 days,846,200.41,2,5,5,3.5,2004.1,Average,Re-engagement emails + limited-time discounts,Standard
CUST1660,166 days,192,68.78,2,2,3,2.2,687.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST1661,104 days,195,32.22,3,2,2,2.5,322.2,At Risk,Win-back campaign + survey for feedback,Basic
CUST1662,228 days,686,161.54,2,5,4,3.3,1615.4,Average,Re-engagement emails + limited-time discounts,Standard
CUST1663,83 days,343,103.78,5,3,3,4.0,1037.8,Loyal,Upsell to premium plan + referral program,Premium
CUST1664,312 days,636,120.45,1,4,4,2.5,1204.5,At Risk,Win-back campaign + survey for feedback,Standard
CUST1665,233 days,275,60.18,2,3,2,2.3,601.8,At Risk,Win-back campaign + survey for feedback,Standard
CUST1666,78 days,1104,279.22,5,5,5,5.0,2792.2,VIP,Offer exclusive content + loyalty rewards,Premium
CUST1667,102 days,130,29.17,3,2,2,2.5,291.7,At Risk,Win-back campaign + survey for feedback,Premium
CUST1668,78 days,525,103.66,5,4,3,4.3,1036.6,Loyal,Upsell to premium plan + referral program,Basic
CUST1669,172 days,176,52.41,2,2,2,2.0,524.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST1670,102 days,520,142.45,3,4,4,3.5,1424.5,Average,Re-engagement emails + limited-time discounts,Standard
CUST1671,76 days,256,68.18,5,3,3,4.0,681.8,Loyal,Upsell to premium plan + referral program,Premium
CUST1672,102 days,833,296.33,3,5,5,4.0,2963.3,Loyal,Upsell to premium plan + referral program,Premium
CUST1673,245 days,825,246.29,1,5,5,3.0,2462.9,Average,Re-engagement emails + limited-time discounts,Premium
CUST1674,230 days,37,10.67,2,1,1,1.5,106.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1675,158 days,38,11.22,2,1,1,1.5,112.2,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1676,97 days,34,6.73,4,1,1,2.5,67.3,At Risk,Win-back campaign + survey for feedback,Basic
CUST1677,76 days,600,113.44,5,4,3,4.3,1134.4,Loyal,Upsell to premium plan + referral program,Basic
CUST1678,93 days,448,165.26,4,4,4,4.0,1652.6,Loyal,Upsell to premium plan + referral program,Standard
CUST1679,228 days,264,88.94,2,3,3,2.5,889.4,At Risk,Win-back campaign + survey for feedback,Standard
CUST1680,79 days,252,63.63,5,3,2,3.8,636.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1681,80 days,369,94.82,5,3,3,4.0,948.2,Loyal,Upsell to premium plan + referral program,Standard
CUST1682,84 days,560,88.73,5,4,3,4.3,887.3,Loyal,Upsell to premium plan + referral program,Basic
CUST1683,102 days,418,128.53,3,3,4,3.2,1285.3,Average,Re-engagement emails + limited-time discounts,Standard
CUST1684,92 days,759,332.36,4,5,5,4.5,3323.6,Loyal,Upsell to premium plan + referral program,Basic
CUST1685,192 days,48,10.61,2,1,1,1.5,106.1,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1686,91 days,576,174.82,4,4,4,4.0,1748.2,Loyal,Upsell to premium plan + referral program,Standard
CUST1687,78 days,450,116.91,5,4,3,4.3,1169.1,Loyal,Upsell to premium plan + referral program,Standard
CUST1688,95 days,610,147.9,4,4,4,4.0,1479.0,Loyal,Upsell to premium plan + referral program,Premium
CUST1689,212 days,507,97.37,2,4,3,2.8,973.7,At Risk,Win-back campaign + survey for feedback,Basic
CUST1690,105 days,544,189.82,3,4,5,3.7,1898.2,Average,Re-engagement emails + limited-time discounts,Standard
CUST1691,355 days,546,167.61,1,4,4,2.5,1676.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST1692,177 days,47,10.76,2,1,1,1.5,107.6,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Standard
CUST1693,91 days,100,30.17,4,2,2,3.0,301.7,Average,Re-engagement emails + limited-time discounts,Premium
CUST1694,317 days,324,96.41,1,3,3,2.0,964.1,At Risk,Win-back campaign + survey for feedback,Standard
CUST1695,415 days,159,46.37,1,2,2,1.5,463.7,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1696,276 days,39,6.54,1,1,1,1.0,65.4,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Basic
CUST1697,133 days,57,16.33,2,1,1,1.5,163.3,Inactive,Reactivation campaign (1-month free)+Churn postmortem,Premium
CUST1698,95 days,60,13.91,4,1,1,2.5,139.1,At Risk,Win-back campaign + survey for feedback,Basic
CUST1699,98 days,1281,360.35,3,5,5,4.0,3603.5,Loyal,Upsell to premium plan + referral program,Premium
CUST1700,93 days,164,39.85,4,2,2,3.0,398.5,Average,Re-engagement emails + limited-time discounts,Standard
